event_date,season,event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
02/02/2018,dry,KEN5963,02/02/2018,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,West Pokot,Pokot South,Chepareria,Chepareria,1.3077,35.2039,BBC News,"More than 2,000 people fled their homes on the West Pokot-Elgeyo Marakwet border after 'bandits' burned at least 70 houses.The houses were torched in a retaliatory attack. The group stormed in, injured four people and stole an unknown number of livestock.",0
01/16/2018,dry,KEN5940,01/16/2018,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Sengwer Communal Group (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Embobut,1.2167,35.6333,AFP,"Evictions of local indigenous people led to the killing of a member of the local Sengwer community by Kenya Forest Service (KFS) rangers. Regarded as squatters by government, the Sengwer people have resisted efforts to move them from the Embobut Forest, which they see as ancestral lands.",1
01/15/2018,dry,KEN5944,01/15/2018,2018,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,BBC News,Armed groups killed a woman and injured five police officers at Nyongoro along the Lamu-Malindi road,1
01/12/2018,dry,KEN5935,01/12/2018,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Nyamira,Nyamira,Bogichora,Nyamira,-0.5666,34.9167,Daily Nation (Kenya),"On 12 January 2018, a woman was burnt to death while her husband was shot and injured when gunmen invaded their home in Nyamira County on Friday night.",1
12/28/2017,rainy,KEN5920,12/28/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Witu,Gamba,-2.362,40.3178,BBC News,"Reports from Lamu Island say a deadly attack was carried out in parts of the island. The attack was a well-planned ambush targeting a vehicle carrying 'Kenyan crusaders' travelling on the road that connects Mwitu and Gamba villages in Lamu county. Al-Shabab forces, who are waging jihad in Lamu, captured the vehicle and two Kenyan infidels, who are among those settled in the Muslim land of Lamu.",2
12/08/2017,rainy,KEN5916,12/08/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,Africa News,"A suspected 'terrorist' was shot dead by police in Likoni area of Mombasa. According to area police Chief Benjamin Rotich, the suspect was cornered during a raid at his house at about 3 am. The report did not specify whether the man was armed.",1
12/04/2017,rainy,KEN5918,12/04/2017,2017,Violence against civilians,Attack,SLDF: Sabaot Land Defence Force,,3,Civilians (Kenya),,Kenya,Bungoma,Mt Elgon,Elgon,Kapsokwony,0.8522,34.7019,BBC News,"Members of the Sabaot Land Defence Force (SLDF) attacked the villages of Masaek and Kutere in Kopsiro Division in the troubled Chepyuk Settlement Scheme, leaving five people killed.",5
11/19/2017,rainy,KEN5895,11/19/2017,2017,Violence against civilians,Attack,Mungiki Militia,,3,Civilians (Kenya),NASA: National Super Alliance,Kenya,Nairobi,Ruaraka,Babandogo,Kariobangi,-1.2407,36.8804,Africa News,"On 19 November 2017, eleven people were allegedly killed in Baba Dogo, Nairobi. Local residents blamed the killing of at least five people on Mungiki. Raila Odinga accused the government of orchestrating the attacks.",11
11/18/2017,rainy,KEN6056,11/18/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Luo Ethnic Group (Kenya); NASA: National Super Alliance,Kenya,Nairobi,Ruaraka,Babandogo,Ruaraka,-1.2456,36.881,Daily Nation (Kenya),5 people in Ruaraka were shot dead by unidentified attackers during the night. Odinga says that they were targeted because they were Luos and NASA supporters.,5
11/18/2017,rainy,KEN6605,11/18/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),NASA: National Super Alliance,Kenya,Nairobi,Kibra,Lindi,Kibera,-1.3117,36.7891,Twitter,A NASA supporter was killed in Kibera. ,1
11/18/2017,rainy,KEN6606,11/18/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Isiolo,Merti,Cherab,Merti,1.0667,38.6667,Twitter,"Unidentified attackers shot at a bus that was travelling from Merti to Isiolo, killing 8 passengers. ",8
11/11/2017,rainy,KEN6602,11/11/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Taita Taveta,Mwatate,Bura,Mwashuma,-3.5,38.3,Twitter,"2 people were killed by police reservists in Basargeisa, in Bura.",2
11/10/2017,rainy,KEN5885,11/10/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Women (Kenya),Kenya,Kitui,Kitui Central,Township,Kitui,-1.3667,38.0167,Daily Nation (Kenya),"Three women in Kitui were allegedly tortured by police on claims of insulting a local church leader. Mrs Hellen Kyalo, Ms Janet Mwikali and Mrs Kathini Mwema from Syongila Village in Kitui Central on Friday said the officers inflicted serious injuries on their behind, thighs and legs.",0
10/31/2017,rainy,KEN6598,10/31/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Mandera East,Arabia,Arabia,3.5254,41.4991,Twitter,Al Shabaab militants attacked a land cruiser in Arabia. They stole the land cruiser and shot at the passengers. 2 passengers were injured. ,0
10/31/2017,rainy,KEN6599,10/31/2017,2017,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Lafey,Fino,Fino,3.3711,41.4468,Twitter,"Al Shabaab militants hijacked a car and abducted a driver between Fino and Sheikh Barrow. He is alive, but being held in Somalia.",0
10/30/2017,rainy,KEN5876,10/30/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Mandera East,Arabia,Arabia,3.5254,41.4991,Daily Nation (Kenya),A Land Cruiser carrying five passengers was attacked by Al Shabaab militants at Arabia area. The driver was released and two passengers suffered gunshot wounds but they were in stable condition.,0
10/29/2017,rainy,KEN5871,10/29/2017,2017,Violence against civilians,Attack,Kalenjin Ethnic Militia (Kenya),,4,Civilians (Kenya),Luo Ethnic Group (Kenya),Kenya,Kisumu,Muhoroni,Muhoroni Koru,Muhoroni,-0.15,35.2,Star (Kenya),One man was found dead in a sugar cane plantation one day after ethnic tensions between the Luo and Kalenjin communities got into an ethnic clash. The body had been hacked with a panga.,1
10/28/2017,rainy,KEN5868,10/28/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Police Forces of Kenya (2013-),Kenya,Vihiga,Vihiga,Central Maragoli,Majengo,0.0333,34.7167,Daily Nation (Kenya),3 police officers mistaken for protesters were beaten on Saturday afternoon by other police forces in Majengo Town during ongoing demonstrations.,0
10/27/2017,rainy,KEN5861,10/27/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kisumu,Kisumu Central,Railways,Kisumu,-0.1,34.75,Kenya Standard,"Police raided houses of civilians in Kisumu, beating civilians and injuring dozens. Live bullets were used on some civilians, including a 14 year old boy. Of the 29 people injured, 26 had suffered gun shots.",0
10/27/2017,rainy,KEN6595,10/27/2017,2017,Violence against civilians,Sexual violence,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Women (Kenya),Kenya,Migori,Suna West,Ragana-oruba,Migori,-1.0667,34.4667,Twitter,"In Migori the police stormed residential estates, where they fired teargas into homes, beat people, and raped women. 1 man was killed when he was shot in the head.",1
10/26/2017,rainy,KEN5854,10/26/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Mombasa,Likoni,Timbwani,Likoni,-4.0839,39.6616,Star (Kenya),"One man was stabbed in the neck in Likoni, Mombasa. It is not yet certain whether he was attacked on the way to vote.",0
10/25/2017,rainy,KEN6592,10/25/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Meru,Tigania West,Akithii,Tigania East,0.2,37.7833,Twitter,"Armed militants (bandits) attacked a community in Laikumuku, in Tigania East. They stole 100 cattle and killed 2 people. ",2
10/24/2017,rainy,KEN5813,10/24/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Reuters,"The bodyguard of the Deputy Chief Justice Philomena Mwilu was shot in the shoulder while buying flowers by an armed man/group (unknown). This adds to the tension felt before the presidential election that will take place this week. Because of this, the Deputy Chief did not attend the meeting of the next day where the postponement of the presidentials elections was to take place.",0
10/24/2017,rainy,KEN5818,10/24/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Meru,Tigania West,Akithii,Tigania East,0.2,37.7833,Daily Nation (Kenya),"A group of armed men killed 2 people in the Laikumukumu area, Tigania East District, and stole over 1000 cattle.",2
10/22/2017,rainy,KEN6050,10/22/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Catholic Christian Group (Kenya),Kenya,Kisumu,Muhoroni,Muhoroni Koru,Muhoroni,-0.15,35.2,Kenya Standard,"A catholic priest was assassinated near Chiga Market, in Muhoroni.",1
10/22/2017,rainy,KEN5806,10/22/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Kenya Standard,A police operation left the son of a business owner shot dead in Nairobi. The police officers had an armoured car and the reasons for the shooting are not yet clear.,1
10/22/2017,rainy,KEN5808,10/22/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Ruaraka,Lucky Summer,Lucky Summer Neighbourhood,-1.2393,36.8924,Kenya Standard,Police forces attacked supporters of the opposition that went to the Lucky Summer neighbourhood to check on a ritual of beheading of a sheep that was taking place (suspectedly by the Mungiki sect). The police shot at the civilians. The police confirmed that it shot a man and that the group performing the ritual had sought protection.,0
10/22/2017,rainy,KEN6588,10/22/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kwale,Msambweni,Ukunda,Ukunda,-4.2875,39.5661,Twitter,The police went from house to house beating people in Ukunda. ,0
10/21/2017,rainy,KEN5805,10/21/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Garissa,Hulugho,Hulugho,Boni National Reserve,-1.5394,41.3314,Daily Nation (Kenya),"Five people were injured when suspected al-Shabab militants sprayed their vehicle with bullets between Bodhei and Ijara, on the border of Lamu and Garissa counties.",0
10/20/2017,rainy,KEN6176,10/20/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,Star (Kenya),Five people are nursing multiple gunshot wounds after their vehicle was shot at by suspected al Shabaab militants,0
10/16/2017,rainy,KEN5784,10/16/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kisumu,Kisumu East,Nyalenda a,Nyamasaria,-0.1161,34.7837,Daily Nation (Kenya),"A two-year was shot in the neck whilst playing in Nyamasaria, Kisumu County on 16 October. It is thought the bullet came from police who were engaging protesters in Lower Manyatta.",0
10/14/2017,rainy,KEN5773,10/14/2017,2017,Violence against civilians,Attack,Toposa Ethnic Militia (South Sudan),,4,Civilians (Kenya),Students (Kenya); Teachers (Kenya),Kenya,Turkana,Turkana West,Lokichoggio,Lokichoggio,4.2,34.35,AFP,"On 14 October 2017, six people were killed in an attack by suspected South Sudanese raiders on a boarding school in Lokichogio.",6
10/13/2017,rainy,KEN5764,10/13/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Students (Kenya),Kenya,Kisumu,Kisumu Central,Railways,Kisumu,-0.1,34.75,AFP,"On 13 October 2017, several nursery school children were hospitalised after police fired tear gas into the Mt Carmel Academy in the Nyalenda slum.",0
10/10/2017,rainy,KEN5757,10/10/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Women (Kenya); Labour Group (Kenya),Kenya,Kwale,Msambweni,Ukunda,Ukunda,-4.2875,39.5661,Shabelle Media Network,"On 10 October 2017, gunmen killed two female employees of a university in Ukunda, in a suspected extremist attack.",2
10/09/2017,rainy,KEN5756,10/09/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Journalists (Kenya),Kenya,Kisumu,Kisumu Central,Railways,Kisumu,-0.1,34.75,Daily Nation (Kenya),"Five Kisumu journalists were harassed, beaten and injured by police while covering the anti-IEBC demos Monday.",0
10/02/2017,rainy,KEN5732,10/02/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kisumu,Kisumu East,Kolwa Central,Nyalenda,-0.15,34.75,Daily Nation (Kenya),"On 2 October 2017, police reportedly used tear gas in a nursery in Nyalenda, injuring at least three children.",0
09/26/2017,dry,KEN6575,09/26/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Laikipia,Laikipia West,Ol-moran,Ol Ari Nyiro,0.5699,36.3982,Twitter,2 people were killed and 1 person was injured in an attack on Ol Ari Nyiro Nature Conservancy. ,2
09/23/2017,dry,KEN6573,09/23/2017,2017,Violence against civilians,Attack,Kipsigi Ethnic Militia (Kenya),,4,Civilians (Kenya),Maasai Ethnic Group (Kenya),Kenya,Narok,Narok West,Naikarra,Esoit,-1.7566,35.4526,Twitter,"A Maasai businessman was shot dead and a young boy was wounded in an incident in Esoit, in Trans Mara. Maasai villagers believe that he was killed by Kipsigi militia.",1
09/13/2017,dry,KEN6571,09/13/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Bungoma,Kanduyi,Township,Bungoma,0.5635,34.5606,Twitter,"6 people were injured when unidentified attackers wielding machetes attacked people in Bumula village, in Bungoma. ",0
09/11/2017,dry,KEN6167,09/11/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Baringo,Tiaty,Tirioko,Tiati,1.2972,35.9336,Star (Kenya),"5 Pokot men were allegedly shot by police officers deployed to flush out bandits who have wreaked havoc in Baringo and Laikipia counties. It is alleged the five were among suspected Pokot bandits behind frequent attacks targeting Tugens, Ilchamus and Marakwets.",5
09/10/2017,dry,KEN5704,09/10/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Samburu,Samburu North,El Barta,Baragoi,1.7833,36.7833,Daily Nation (Kenya),"Three people have been killed and eight others seriously injured in a banditry attack in Baragoi town, Samburu County",3
09/08/2017,dry,KEN6049,09/08/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Students (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Chesongoch,1.1333,35.6333,Star (Kenya),Armed raiders killed 2 students and injured 1 man when they attacked a commmunity in Marakwet East.,2
09/06/2017,dry,KEN6047,09/06/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Elgeyo Marakwet,Marakwet East,Endo,Chesongoch,1.1333,35.6333,Star (Kenya),"A man in Kaptet, in Marakwet East, was shot dead by an armed group from a neighbouring village.",1
09/06/2017,dry,KEN5701,09/06/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,Capital FM,Four people were killed by suspected Al Shabaab militia in Lamu county. Police have launched an investigation.,4
09/06/2017,dry,KEN5700,09/06/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Hindi,Hindi,-2.1749,40.8199,Daily Nation (Kenya),Four people were killed by suspected Al Shabaab militia in two villages in the Hindi area in Lamu county. Police have launched an investigation.,4
08/30/2017,dry,KEN6046,08/30/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Tana River,Garsen,Garsen West,Garsen,-2.2697,40.12,Star (Kenya),"Al Shabaab militants ambushed a vehicle travelling from Garsen to Lamu. The vehicle drove over an IED and was then shot at by the militants. 2 people were killed. 50m away, a few hours later, the same Al Shabaab militants fired at a truck, killing 1 person. They also destroyed a nearby electricity pylon.",3
08/29/2017,dry,KEN6045,08/29/2017,2017,Violence against civilians,Attack,Military Forces of Kenya (2013-),,1,Civilians (Kenya),Students (Kenya),Kenya,Laikipia,Laikipia West,Rumuruti Township,Rumuruti,0.2707,36.5454,Star (Kenya),"A soldier opened fire on 2 schoolboys in Rumuruti, killing 1 and injuring the other.",1
08/27/2017,dry,KEN6165,08/27/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Jubilee Party,Kenya,Kiambu,Limuru,Limuru Central,Limuru,-1.1136,36.6421,Kenya Standard,"A policeman has been apprehended after shooting dead Mwenda Itaeba, a Jubilee politian who had recently lost a primary election.",1
08/23/2017,dry,KEN5693,08/23/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Kisumu,Kisumu Central,Railways,Kisumu,-0.1,34.75,Star (Kenya),"Four bodies have been pulled up from a Kisumu beach. The victims were likely killed during the post-electoral violence, it is uncertain as to who killed them.",4
08/20/2017,dry,KEN6164,08/20/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (International),,Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,Kenya Standard,"Two foreigners of Caucasian origin found dead, bodies dumped by roadside in Mombasa, reasons unknown.",2
08/20/2017,dry,KEN6560,08/20/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),IEBC: Independent Electoral and Boundaries Commission; Women (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Twitter,"An IEBC official, Caroline Odiga, was killed and her body was dumped in the bushes near a market.  [women targeted: government officials]",1
08/18/2017,dry,KEN5685,08/18/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Witu,Witu,-2.3889,40.4382,Star (Kenya); Capital FM,At least three people were killed on Friday by Al Shabaab militants in Witu Lamu County. The Star reports 4 dead.,3
08/17/2017,dry,KEN6559,08/17/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Witu,Witu,-2.3889,40.4382,Twitter,"Al Shabaab militants attacked Maleli village, near Witu town. They burned down houses and killed 4 people. ",4
08/15/2017,dry,KEN6044,08/15/2017,2017,Violence against civilians,Sexual violence,Al Shabaab,,2,Civilians (Kenya),Women (Kenya),Kenya,Garissa,Hulugho,Hulugho,Boni National Reserve,-1.5394,41.3314,Star (Kenya),"Women from Boni were abducted and held by Al Shabaab militants in a camp, where they were gang-raped and mistreated.",0
08/13/2017,dry,KEN5658,08/13/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Ruaraka,Utalii,Mathare,-1.2614,36.8608,Daily Nation (Kenya),A nine-year-old was allegedly shot by police while on the third floor balcony of a three-storey building in Nairobi's Mathare North Area 2 on August 13.,1
08/13/2017,dry,KEN5677,08/13/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Ruaraka,Utalii,Mathare,-1.2614,36.8608,HRW,"Police shoot dead a construction worker as he steps outside of his house. There were no protests taking place where he was shot. It is also alleged that police purposely shot at people looking at the riots from their buildings, resulting in the death of a child.",2
08/12/2017,dry,KEN6555,08/12/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kisumu,Kisumu East,Kolwa Central,Nyalenda,-0.15,34.75,Twitter,"The police conducted a sweeping search for opposition supporters in Nyalenda, Kisumu. They forced their way into homes to beat people. In one home they beat a six-month old baby. She died the following day. At least 10 people were killed in the searches over 2 days (split between 2 events)",5
08/12/2017,dry,KEN5668,08/12/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-) General Service Unit,,1,Civilians (Kenya),,Kenya,Nairobi,Ruaraka,Utalii,Mathare,-1.2614,36.8608,HRW,GSU Police kill two civilians in house-to-house searches in Mathare.,2
08/11/2017,dry,KEN5656,08/11/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-) General Service Unit,,1,Civilians (Kenya),,Kenya,Nairobi,Kibra,Lindi,Kibera,-1.3117,36.7891,HRW,"Police clash with violent demonstrators on August 10 and 11 and with a smaller group of protestors on August 12. At least two people were killed in circumstances that appear to be unlawful killings, and dozens were shot and injured. One man was killed on the 10th and another was a non-protesting civilian who was beaten to death by the GSU on 11 Aug.",1
08/11/2017,dry,KEN5655,08/11/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kisumu,Kisumu West,North Kisumu,Dago,-0.05,34.75,HRW,"During house to house searches in the village of Dago, 25km north of Kisumu, a police officer shot and killed a 21-year-old who was working with Elections Observations Group (ELOG), a Kenyan organization that has observed the past two elections.",1
08/11/2017,dry,KEN5657,08/11/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kisumu,Kisumu East,Nyalenda a,Nyamasaria,-0.1161,34.7837,HRW,"In Kisumu's Nyamasaria , police shot dead a young man by a petrol station. No mention whether the man was protesting.",1
08/09/2017,dry,KEN5626,08/09/2017,2017,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),ODM: Orange Democratic Movement,Kenya,Kisii,Nyaribari Chache,Kisii Central,Kisii,-0.6833,34.7667,Daily Nation (Kenya),ODM Kisii Central ward candidate was kidnapped by an unidentified group on Wednesday and reportedly beaten up and his posssions stolen by the unidentified group. He was released soon after.,0
08/09/2017,dry,KEN5624,08/09/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kisii,South Mugirango,Bogetenga,Nyamarambe,-0.7939,34.6424,Citizen (Tanzania),"Police fired tear gas and shot dead a man who was trying to separate to rival supporters from fighting outside Nduru Girls' Secondary School, a tallying centre in South Mugirango constituency.",1
08/09/2017,dry,KEN5630,08/09/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,AFP,"Five unidentified attackers armed with knives attacked a polling station where elections results were being tallied in Hola town, stabbing one person. Police intervened, shooting dead two of the assailants. The three others escaped.",0
08/08/2017,dry,KEN6040,08/08/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Lafey,Lafey,Lafey,3.1508,41.1862,Star (Kenya),Suspected Al Shabaab militants hijacked 2 cars carrying voters between Omar Jillo and Lafey.,0
08/08/2017,dry,KEN6163,08/08/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Elgeyo Marakwet,Marakwet West,Kapsowar,Elegeyo-Marakwet,0.99,35.55,Daily Nation (Kenya),A police officer attempts to assassinate an election officer in Elgeyo on 08 Aug.,0
08/08/2017,dry,KEN6550,08/08/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Westlands,Mountain View,Kangemi,-1.2695,36.7436,Twitter,Police officers in Kangemi flogged voters who were not forming straight lines. ,0
08/06/2017,dry,KEN6533,08/06/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),ODM: Orange Democratic Movement,Kenya,Migori,Rongo,Central Kamagambo,Rongo,-0.7667,34.6,Twitter,"The ODM MP candidate and his wife were attacked by unidentified political activists while they were campaigning near Rongo, in Kanyamkago. They have been hospitalised. ",0
08/02/2017,dry,KEN5615,08/02/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,Daily Nation (Kenya),Three people were killed and four injured after a passenger bus was ambushed by Al Shabaab.,3
07/29/2017,dry,KEN5608,07/29/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Government of Kenya (2013-),Kenya,Kiambu,Kiambu Town,Riabai,Kiambu,-1.1667,36.8333,AP; Capital FM,"The bodies of the Independent Electoral and Boundaries Commission ICT Manager, Chris Msando, and another youth were found stripped of clothing in a thicket in Kiambu County and were transported to the City Mortuary on Saturday at 11 am by Kikuyu Police Station officers. IEBC denounced the attack as an attack against democracy, considering the victim's role in ensuring credible elections in Kenya.",2
07/28/2017,dry,KEN6038,07/28/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),IEBC: Independent Electoral and Boundaries Commission,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Daily Nation (Kenya),"The IEBC ICT manager, Chris Msando, disappeared from his office in Nairobi. His body and the body of a woman were found the next day on the outskirts of Nairobi. It is believed that Msando was murdered for political reasons.",2
07/28/2017,dry,KEN6037,07/28/2017,2017,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),Jubilee Party,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Daily Nation (Kenya),"Al Shabaab militants hijacked a car painted in Jubilee campaign colours in Falana, near Mandera. The driver and a passenger were kidnapped.",0
07/24/2017,dry,KEN6524,07/24/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Government of Kenya (2013-),Kenya,Siaya,Ugenya,East Ugenya,Bondo,0.2386,34.2694,Twitter,The home of the political adviser to the governor of Siaya was petrol bombed by unidentified attackers. His car was destroyed. He was rescued by neighbours. No injuries reported.,0
07/23/2017,dry,KEN5603,07/23/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (1978-2002),,1,Civilians (Kenya),Women (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Daily Nation (Kenya),A police officer shot and injured a woman outside the KICC in Nairobi,0
07/22/2017,dry,KEN6161,07/22/2017,2017,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Elgeyo Marakwet,Marakwet West,Kapsowar,Elegeyo-Marakwet,0.99,35.55,Star (Kenya),"Pokot bandits suspected to be from Tiaty, Baringo East raided Murkutwo in Marakwet East on Saturday, injuring two herders.",0
07/22/2017,dry,KEN6201,07/22/2017,2017,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Kaben,1.2899,35.6266,Star (Kenya),"Pokot bandits suspected to be from Tiaty, Baringo East raided Murkutwo in Marakwet East on Saturday, injuring two herders. A similar attack took place at Kaben area, which killed one man.",1
07/21/2017,dry,KEN5600,07/21/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Samburu,Samburu North,El Barta,Baragoi,1.7833,36.7833,Daily Nation (Kenya),"Three people were shot dead and two others injured during an attack at Bendera village in Baragoi town, Samburu County. An unknown number of cattle were also stolen and driven towards Suguta valley",3
