event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
KEN6719,28-Nov-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Pastoralists (Kenya),Kenya,Wajir,Wajir North,Godoma,Gambela,3.28,39.37,Star (Kenya),"On 29 November 2018, bandits attacked a group of herders at Lobua near Gambela (coordinates for Gambela, Wajir, used), killing one, and wounding two. The bandits then stole 16 cows. The source notes that bandits were suspected of belonging to the Turkana ethnic group, though this has not been confirmed.",1
KEN6715,24-Nov-18,2018,Violence against civilians,Attack,Military Militia,,3,Civilians (Rwanda),Civilians (Kenya),Kenya,Mombasa,Likoni,Timbwani,Likoni,-4.0839,39.6616,Kenya Standard,"On 24 November 2018, a gang known as 'Military' attacked civilians with machetes in Likoni (Mombasa) after one of theirs died in clashes with police (coded in a separate event), killing a Rwandan civilian in the process.",1
KEN6712,23-Nov-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Police Forces of Kenya (2013-),Kenya,Kiambu,Kiambaa,Muchatha,Thimbigua,-1.1833,36.7667,Daily Nation (Kenya),"On 23 November 2018, a police DCI shot and killed an unarmed junior officer following a dispute over a police car. He then attempted to shoot his uncle and fired at four bystanders, before retreating to a nearby police station, where he was disarmed and arrested by other police officers. The source does not specify the location, and coordinates for Thimbugua (Kiambu) have been used.",1
KEN6713,23-Nov-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Mombasa,Kisauni,Mjambere,Kisauni,-4.0333,39.6833,Kenya Standard,"On 23 November 2018, police shot and wounded a man in Kusauni (Mombasa), accusing him of being involved in gang activities (a charge disputed by the victims family). It is not clear if the victim survived the incident, or died.",0
KEN6706,21-Nov-18,2018,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),,Kenya,Elgeyo Marakwet,Marakwet East,Embobut,Kipchumwa,1.2693,35.5557,Kenya Standard,"On 21 November 2018, alleged bandits from Pokot attacked Chemisto village in Kipchumwa (Elgeyo-Marakwet) in a cattle raid. A child was shot in the hand during the attack.",0
KEN6705,20-Nov-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (International),Aid Workers (Italy); Civilians (Kenya),Kenya,Kilifi,Magarini,Adu,Chakama,-3.1305,39.6823,Agence Tunis Afrique Presse,"On 20 November 2018, unknown gunmen attacked Chakama town (Kilifi), assaulting and abducting an Italian NGO volunteer, and firing at civilians as they left the town, wounding five (including four children). The identity of the attackers has not been established.",0
KEN6704,19-Nov-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Women (Kenya),Kenya,West Pokot,West Pokot,Kapenguria,Kapenguria,1.2333,35.1167,Daily Nation (Kenya); Star (Kenya),"On 19 November 2018, a 60 year-old woman was killed at Lira trading centre near the border between West Pokot and Elgeyo-Marakwet (coordinates for Kapenguria, West Pokot, used). The identity of the attackers is unknown, as is the motive, though the source suggests they are bandits.",1
KEN6702,17-Nov-18,2018,Violence against civilians,Attack,Chemase Communal Militia (Kenya),,4,Civilians (Kenya),Farmers (Kenya); Women (Kenya),Kenya,Nandi,Tinderet,Chemelil,Chemase,-0.0371,35.048,NTV (Kenya),"On 17 November 2018, at an unspecified location along the Kisumu-Nandi border (coordinates for Chemase, Nandi, used), a farm manager was killed and her son seriously wounded following an attack by an unknown group. The source indicates the incident is part of a land dispute in the area, and also notes that the property belongs to a retired judge.",1
KEN6699,15-Nov-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Elgeyo Marakwet,Marakwet East,Endo,Endo,1.2667,35.6167,Star (Kenya),"On 15 November 2018, unknown gunmen killed a civilian in Sewes (Elgeyo-Marakwet, coordinates for Endo used). The source suggest they are bandits.",1
KEN6700,15-Nov-18,2018,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Baringo North,Bartabwa,Bartabwa,0.8378,35.8099,Star (Kenya),"On 15 November 2018, a youth Pokot militia (whose members are reported to be between the ages of 10 and 14) shot and killed a herder at an unspecified location in Baringo North sub-county (Baringo, coordinates for Bartabwa used). The attackers fled the scene after the attack, stealing 22 head of cattle.",1
KEN6694,14-Nov-18,2018,Violence against civilians,Attack,KANU: Kenya African National Union,,3,Civilians (Kenya),,Kenya,Baringo,Baringo Central,Kabarnet,Kabarnet,0.4919,35.743,Star (Kenya),"On 14 November 2018, a member of the Baringo county assembly was physically assaulted by other MCAs from the KANU party. The attackers locked the victim inside a room in the assembly building (in Kabarnet), before beating him up. Security guards broke down the down and rescued the victim, who was taken to hospital. The event was sparked by a dispute surrounding the public service board.",0
KEN6697,12-Nov-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Baringo,Baringo North,Bartabwa,Bartabwa,0.8378,35.8099,Star (Kenya),"During the week beginning 12th November (or shortly before), bandits killed a civilian at an unspecified location in Baringo North sub-county (Baringo, coordinates for Bartabwa used) and stole cattle.",1
KEN6691,10-Nov-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Health Workers (Kenya); Aid Workers (Kenya),Kenya,Garissa,Ijara,Masalani,Masalani,-1.6947,40.1694,Daily Nation (Kenya),"On 10 November 2018, unknown gunmen shot at a Kenya Red Cross vehicle in Ruqa (Garissa, coordinates for Masalani used), wounding a volunteer travelling in the vehicle. Unverified possible connection with Al Shabaab.",0
KEN6685,6-Nov-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kilifi,Magarini,Magarini,Magarini,-3.0333,40.0666,Citizen (Kenya),"On 6 November 2018, a civilian carrying charcoal was shot in the shoulder by a police officer in Magarini (Kilifi). The victim claimed that the officer had ordered him to stop, but he was shot even though he complied with the order (note that it is illegal to sell charcoal in the area).",0
KEN6684,6-Nov-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Fishermen (Kenya),Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,Daily Nation (Kenya),"On 6 November 2018, a police officer shot a fisherman at Naivasha (Nakuru), wounding him in the thigh. The police commander responsible for the area alleged that the fisherman was illegally fishing.",0
KEN6681,4-Nov-18,2018,Violence against civilians,Attack,Lagdera Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Isiolo,Garbatulla,Garbatulla,Garba Tula,0.5333,38.52,Daily Nation (Kenya),"On 4 November 2018, two people were wounded in a 'botched raid' at Mata Bofu, likey in Isiolo south. The attackers were believed to be pastoralists from Lagdera in Garissa county.",0
KEN6661,30-Oct-18,2018,Violence against civilians,Sexual violence,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Kakamega,Ikolomani,Idakho Central,Bushiangala,0.1833,34.6833,Kenya Standard,"On 30 October 2018, a group of at least five men armed with machetes and hand weapons broke into Bushiangala Technical College, attacking and raping at least five students. A suspect has been arrested.",0
KEN6662,30-Oct-18,2018,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Women (Kenya),Kenya,Laikipia,Laikipia North,Segera,Ol Moran,0.4599,36.7556,Daily Nation (Kenya),"On 30 October 2018, armed cattle rustlers shot and killed an elderly woman at her home in Gathanji, after attempting to steal her two cows (coordinates for Ol Moran, Laikipia, used). Four suspects have been arrested.",1
KEN6657,28-Oct-18,2018,Violence against civilians,Sexual violence,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Women (Kenya),Kenya,Nairobi,Embakasi North,Dandora Area II,Dandora,-1.25,36.9,Kenya Standard,"On or before October 28th, a gang attacked a motorbike taxi and gang-raped a female passenger, in the Dandora suburb of Nairobi.",0
KEN6652,24-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Tiaty,Tirioko,Kapedo,1.1692,36.0955,Local Source,"On or before October 24th, three herders (out of a group of seven) were killed and another injured when bandits fired upon them. The herders were making their way from Kapoa to Ameyan market (coordinates for Kapedo, Barringo, used).",3
KEN6911,23-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Aid Workers (Kenya),Kenya,Kisumu,Kisumu Central,Railways,Kisumu,-0.1,34.75,Aid Worker Security Database,'A male staff member of an INGO was attacked by unknown assailants near his residence during the evening. The attack led to severe head injuries and a crack on his skull.',0
KEN6635,11-Oct-18,2018,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,Kenya,West Pokot,Pokot Central,Wei Wei,Sigor,1.4845,35.4717,Kenya Standard,"On 11 October 2018, bandits raided the village of Chemisto in Sigor constituency (coordinates for Sigor, West Pokot, used). They killed two civilian, including a child. The bandits also stole a significant amount of livestock. The attack comes three day after a truce was signed between the Pokot and Marakwet, which had been intended to put an end to such raiding and reprisal attacks.",2
KEN6633,10-Oct-18,2018,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Teachers (Kenya),Kenya,Mandera,Lafey,Lafey,Lafey,3.1508,41.1862,AP,"On 10 October 2018, around twenty militants suspected to belong to Al Shabaab attacked a school in Lafey (Mandera). The militants targeted non-Muslim staff, and threw an explosive device into quarters used by non-Muslim teachers, killing two.",2
KEN6632,9-Oct-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-) Prison Guards,,1,Civilians (Kenya),,Kenya,Nyeri,Nyeri Central,Rware,Nyeri,-0.4167,36.95,Daily Nation (Kenya),"On 9 October 2018, prison guards pursuing an escaped convict attacked 'dozens' of residents of a deprived neighbourhood in Nyeri. A prison official said that no reports of abuse had been filed.",0
KEN6631,9-Oct-18,2018,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Women (Kenya),Kenya,Tharaka-Nithi,Tharaka South,Marimanti,Kathwana,-0.1282,37.9358,Daily Nation (Kenya),"On 9 October 2018, an armed group (described as bandits in the source) attacked the village of Nkiruni in Tharaka-North county (coordinates for county capital of Kathwana used). The group abducted a mother and her two daughters, and released two soon after. They also looted livestock from the area. [women targeted: girls]",0
KEN6625,7-Oct-18,2018,Violence against civilians,Attack,Nakuru Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Nakuru,Njoro,Mau Narok,Mauche,-0.5083,35.9752,NTV (Kenya); Kenya Standard,"On 7 October 2018, a 22 year old man was shot with arrows, and his corpse beheaded, by an unknown communal militia in the area of Mauche (Nakuru). There were over ten attackers, and four of the victim's friends were able to escape.",1
KEN6620,2-Oct-18,2018,Violence against civilians,Attack,Military Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Radio Simba,"On or before October 2nd, Kenyan security services fired at civilians in Madera county (precise location unspecified). At least one person was injured.",0
KEN6618,2-Oct-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Journalists (Kenya),Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,Daily Nation (Kenya),"On 2 October 2018, during a violent demonstration at the county assembly at Homa Bay town (coded in a separate event), police assaulted a journalist from the Kenya Standard who was covering the demonstration.",0
KEN6614,27-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Turkana,Turkana East,Lokori,Lokori,1.9516,36.0358,Star (Kenya),27 September 2018: 2 people were reportedly killed by unidentified gunmen near Karasani town as they traveled to Lokori from Kapedo.,2
KEN6613,27-Sep-18,2018,Violence against civilians,Attack,Military Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Mandera,Mandera South,Kotulo,Daba Siti,2.6106,40.8863,Shabelle Media Network,"27 September 2018: Following an IED landmine attack the day before, Kenyen security forces raided the Daba city village in Mandara county and beat local residents with clubs and kicking them. At least 22 unarmed civilians were hurt during the event.",0
KEN6752,21-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Labour Group (Kenya),Kenya,Nairobi,Embakasi North,Dandora Area II,Dandora,-1.25,36.9,Nairobi News,"On or before September 21st, police shot dead a matutu (minibus) tout in Dandora (Nairobi), sparking protests on Sep 21st. There are no further details on the incident.",1
KEN6479,21-Sep-18,2018,Violence against civilians,Attack,Marakwet Ethnic Militia (Kenya),,4,Civilians (Kenya),,Kenya,Baringo,Tiaty,Tirioko,Tiati,1.2972,35.9336,Kenya Standard,"21 September 2018: Armed men from Marakwet village reportedly raided the Ng'oron village, Tirioko Tiaty Sub-county. According to the report, three people were killed and several others injured.",3
KEN6823,21-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Embakasi North,Dandora Area II,Dandora,-1.25,36.9,Star (Kenya),"On 21 September 2018, the police shot dead a youth in Dandora who was allegedly smoking marihuana (bhang). The police stated that the incident occurred due to the youth possessing a weapon.",1
KEN6755,21-Sep-18,2018,Violence against civilians,Attack,Somali Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,Kenya,Kitui,Kitui East,Nzambani,Kiini,-1.4333,38.0667,Kenya Standard,"On 21 September 2018, a herder militia (believed to be Somali in ethnicity) attacked Muthungwe village (coordinates for Mutitu, Kitui, used). The group killed a man and seriously injured his wife, using machetes to do so. The motive for the attack is not clear.",1
KEN6754,21-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Migori,Kuria East,Gokeharaka,Kuria East,-1.2437,34.5957,Daily Nation (Kenya),"On 21 September 2018, a gang of five men ambushed three people as they returned to Koromangucha village from a party in a nearby village (coordinates for Kuria East, Migori, used). One person was killed, and two others were wounded before they escaped. The attackers used machetes; there was no clear motive for the attack.",1
KEN6822,20-Sep-18,2018,Violence against civilians,Attack,Kerio Communal Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Turkana,Turkana Central,Kerio Delta,Kerio,2.9833,36.1167,Star (Kenya),"On 20 September 2018, a suspected bandit shot dead two herders and a child in Kerio Valley or nearby area as a revenge for the family failing to share cows stolen by one of the victims and the perpetrator during a raid in Tiaty, Baringo county. The attacker later surrendered to the police.",3
KEN6750,19-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Kisumu,Kisumu East,Nyalenda a,Nyamasaria,-0.1161,34.7837,Kenya Standard,"On September 18th and 19th, a criminal gang attacked Ragumo and Ofunyu villages in Kisumu East constituency (coordinates for Nyamasaria, Kisumu used). The group assaulted an unspecified number of residents, and engaged in multiple counts of theft.",0
KEN6821,19-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Embakasi North,Dandora Area II,Dandora,-1.25,36.9,Star (Kenya),"On 19 September 2018, the police allegedly shot dead three youth in Dandora who were reportedly smoking marihuana (bhang).",3
KEN6748,18-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Daily Nation (Kenya),"On or around September 18th, an unidentified group carrying axes and machetes attacked and robbed the uncle of a murder victim, which is connected to the Governor of Migori county. The event happened in Nairobi, and the victim was able to fend off the attackers.",0
KEN6749,18-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Kisumu,Kisumu East,Nyalenda a,Nyamasaria,-0.1161,34.7837,Kenya Standard,"On September 18th and 19th, a criminal gang attacked Ragumo and Ofunyu villages in Kisumu East constituency (coordinates for Nyamasaria, Kisumu used). The group assaulted an unspecified number of residents, and engaged in multiple counts of theft.",0
KEN6818,17-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Labour Group (Kenya),Kenya,Muranga,Kigumo,Kigumo,Kigumo,-0.8167,36.9833,Star (Kenya),"On 17 September 2018, a bread vendor was shot dead by the police near an armory at the AP line in Kigumo.",1
KEN6667,15-Sep-18,2018,Violence against civilians,Attack,Mungiki Militia,,3,Civilians (Kenya),Labour Group (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,News24 (South Africa),"At an unspecified time (likely on or after mid-September, precision 3 used) the Mungiki sect reportedly murdered a matatu (minibus) operator in Nairobi, after he refused to pay them protection money.",1
KEN6816,15-Sep-18,2018,Violence against civilians,Attack,Irobo Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Kakamega,Shinyalu,Isukha South,Irobo,0.1907,34.7771,Star (Kenya),"On 15 September 2018, a man shot dead his neighbour in Irobo village, Shinyalu, Kakamega county following a land dispute.",1
KEN6476,14-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Farmers (Kenya),Kenya,Nakuru,Njoro,Nessuit,Nessuit,-0.3895,35.897,Kenya Standard,"14 September 2018: A body has been found dumped in a pit latrine in Musegekwa village, Njoro county (coordinates given for Nessuit, which is nearby), most likely a result of ethnic violence that has troubled the area for some time. The victim left his house to graze his animals and was shot shortly after.",1
KEN6477,14-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nakuru,Njoro,Nessuit,Nessuit,-0.3895,35.897,Kenya Standard,"14 September 2018: Three people were reportedly killed by Police forces in the Musegekwa village, Njoro county, as police attempted to halt ethnic violence in the area. Coordinates given for Nessuit village, which is nearby.",3
KEN6470,14-Sep-18,2018,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Garissa,Ijara,Ijara,Ijara,-1.5952,40.5144,Star (Kenya); Daily Nation (Kenya),"On 14 September 2018, eight Al Shabaab gunmen ambushed a bus near Ijara, heading to Garissa. They profiled people travelling on the bus and killed two non-local passengers.",2
KEN6468,13-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kisii,Nyaribari Chache,Kisii Central,Kisii,-0.6833,34.7667,Capital FM,"On 13 September 2018, a police officer fatally assaulted a minibus driver with his rifle. A mob formed and chased the police officer, lynching him. Another man (a boda boda driver) was killed in the violence. The events took place in the area of Kenyenya (Kisii), and a police Internal Affairs Unit has been dispatched to investigate.",1
KEN6747,12-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Embakasi North,Dandora Area II,Dandora,-1.25,36.9,Nairobi News,"During the week beginning September 10th, police shot dead three young men working on a dumpsite in Dandora (Nairobi). The police claimed one of the individuals was a notorious gangster, and that the deceased had been armed. The events have been contested by the family of one of the victims, who said that he worked at the dumpsite, and was not a robber.",3
KEN6472,12-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Mandera,Mandera South,Elwak North,El Wak,2.8094,40.9358,Daily Nation (Kenya),"12 September 2018: Security forces reportedly arrested a family of 5 in the town of El-Wak. Three of those arrested were later found dead, and local civilians have accused security forces of being responsible for their deaths. ",3
KEN6463,12-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Somali Ethnic Group (Kenya); Muslim Group (Kenya),Kenya,Kwale,Msambweni,Ukunda,Ukunda,-4.2875,39.5661,Daily Nation (Kenya),"On 12 September 2018, two men were killed in Kilolapwa and Shamu villages in the area of Ukunda (Kwale county). The victim in Kololapwa was an imam, who had been known to encourage youth not to join fundamentalist Islamic groups. Al Shabaab are suspected, but not confirmed, to have been involved in the deaths, which were within thirty minutes of each other.",2
KEN6461,11-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Somali Ethnic Group (Kenya),Kenya,Wajir,Tarbaj,Wargadud,Kotulo,2.4094,40.5948,Daily Nation (Kenya),"On 11 September 2018, police apprehended four members of the same family at Qababa village in Elram (Kotulo ward, Wajir). One was beaten before being released, and the other three were found dead the following day. All had been shot in the head. The police were conducting a search operation in the area following an attack on a police vehicle the same day.",3
KEN6804,10-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,Star (Kenya),"On 10 September 2018, the police allegedly shot dead a young man in Mtongwe, Mombasa following a raid in his home. The killing was done reportedly as part of the police's manhunt for a gang that has been attacking civilians in the local area.",1
KEN6459,10-Sep-18,2018,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),Unidentified Ethnic Group (Kenya),Kenya,Nakuru,Njoro,Mau Narok,Mauche,-0.5083,35.9752,Daily Nation (Kenya),"On 10 September 2018, three people - including a 17 year old boy - were wounded at a field near Mauche (Nakuru). The attackers, who were believed to come from a nearby (unspecified) community, fired arrows at the civilians. It is probable that this event is connected to violence in neighbouring Narok area.",0
KEN6458,10-Sep-18,2018,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),Unidentified Ethnic Group (Kenya),Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,Local Source,"On 10 September 2018, a 13 year old boy was hacked to death, and his 12 year old sister and 70 year old grandmother were wounded in the attack in Esimenwa village (coordinates for Narok town used). The attack follows violence between the Maasai and Kipsigi groups in the area the following week (which some reports attribute to conflicts over land titles, some to cattle rustling, and others to actions by the government and/or assorted local politicians), though the specific identity of the group of attackers is not specified in the source, nor is the ethnicity of the victims. Police have been deployed to the area, and a suspect has been arrested.",1
KEN6457,6-Sep-18,2018,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Narok,Narok South,Melelo,Nkoben,-0.9,35.6167,Star (Kenya),"On 6 September 2018, a man was shot with an arrow during a suspected revenge mission in Nkoben area near Maasai Mau forest in Narok county following the killing in the same area on 4 Sept. Tension in the community was high following the incidents.",1
KEN6452,6-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Mombasa,Kisauni,Bamburi,Utange,-3.9758,39.7189,Daily Nation (Kenya),"On 6 September 2018, police killed three youth who they said were suspected criminals at Utage (Mombasa county). Police dismissed claims that these were extra-judicial killings.",3
KEN6449,4-Sep-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kericho,Sigowet,Kaplelartet,Sondu,-0.391,35.0169,Kenya Standard,"On or before September 4th, off-duty Kenyan police officers demanded bribes from civilians drinking at an illicit brewery in Sondu (Kericho). After detaining several civilians, a crowd formed to release them, and the police fired gunshots to disperse the crowd, wounding a bystander. Senior police are reported to be investigating the incident.",0
KEN6451,4-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Pastoralists (Kenya),Kenya,Nakuru,Njoro,Mau Narok,Mau Narok,-0.6,36,NTV (Kenya); Kenya Standard,"On 4 September 2018, a herder (of an unspecified ethnicity) was killed in the Nkoben area of the Maasai Mau forest (coordinates for Mau Narok used). This killing sparked two days of violence in Narok (see separate entries).",1
KEN6442,3-Sep-18,2018,Violence against civilians,Attack,Military Forces of Kenya (2013-),,1,Civilians (Kenya),Pastoralists (Kenya),Kenya,Garissa,Hulugho,Hulugho,Boni National Reserve,-1.5394,41.3314,Daily Nation (Kenya),"On or before September 3rd, herders grazing their cattle in Boni Forest (Garissa county) were reportedly detained and beaten by the Kenyan military. At least eight herders were beaten, some seriously, and they have been separated from their cattle. The KDF denied that it was conducted any operations in the area.",0
KEN6444,3-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Journalists (Kenya); Students (Kenya),Kenya,Migori,Suna West,Ragana-oruba,Migori,-1.0667,34.4667,CNN; Daily Nation (Kenya),"On 3 September 2018, a journalist and a pregnant University student were abducted in Migori. After being attacked, the journalist escaped the moving car he was in, sustaining serious injuries. The student's body was later found in a forest, having been stabbed multiple times, and likely raped. The personal assistant of Governor Okoth Obado has been arrested for allegdly orchestrating the kidnap and murder. Obado was himself charged with aiding and abetting the murder on September 24th.",1
KEN6799,28-Aug-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Prisoners (Kenya),Kenya,Nairobi,Westlands,Karura,Gigiri,-1.2326,36.8153,Star (Kenya),"Between approximately 23 Aug and 6 Sept 2018, a suspect in the attempted murder of a former Garissa Finance executive claimed he had been tortured in custody by the police (where he had been for 15 days) and subjected to inhumane conditions while in Gigiri police station. The detainee is allegedly in need of medical attention.",0
KEN6456,27-Aug-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,Kenya Standard,"On August 27th or 28th, a police officer killed a suspected drug dealer, who had been arrested and taken to the police station, before being shot in the head (note that his death took place on Moses Mudavadi road, and that the source does not specify the circumstances). The police officer in question has been arrested in connection with the killing.",1
KEN6798,26-Aug-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Labour Group (Kenya),Kenya,Bomet,Bomet East,Merigi,Bomet,-0.7833,35.35,Star (Kenya),"On 26 August 2018, a matatu driver was wounded in Bomet after a police officer allegedly knocked out his teeth for refusing to accept a bribe.",0
KEN6419,19-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Nairobi,Dagoretti North,Kileleshwa,Kileleshwa,-1.2785,36.7848,Kenya Standard; Capital FM,"On 19 August 2018, three men attacked the former finance county executive of Garissa county, as he was returning home from a mosque in Kilelshwa (Nairobi). The victim was shot in the head at close range, and was critically injured. On August 28th, the Governor of Garrissa - Ali Korane - was arrested and questioned by police in relations to the incident. He was released but remained a person of interest. Three other suspects were arrested, one of whom reportedly committed suicide.",0
KEN6417,16-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Mandera,Mandera South,Elwak North,El Wak,2.8094,40.9358,Star (Kenya),"On 16 August 2018, a public service vehicle travelling from Elwak to Mandera was attacked by unidentified gunmen. Three passengers were left in a critical condition.",0
KEN6415,15-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Kakamega,Butere,Marama Central,Butere,0.2064,34.4935,Kenya Standard,"During the month of August, four people were murdered in the sub-district of Butere (Kakamega county), reportedly by a local gang named 'The 42 Brothers'. The precise times for three of the murders are not specified.",1
KEN6416,15-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Kakamega,Butere,Marama Central,Butere,0.2064,34.4935,Kenya Standard,"During the month of August, four people were murdered in the sub-district of Butere (Kakamega county), reportedly by a local gang named 'The 42 Brothers'. The precise times for three of the murders are not specified.",1
KEN6414,15-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Kakamega,Butere,Marama Central,Butere,0.2064,34.4935,Kenya Standard,"During the month of August, four people were murdered in the sub-district of Butere (Kakamega county), reportedly by a local gang named 'The 42 Brothers'. The precise times for three of the murders are not specified.",1
