OBJECTID,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4350,5919196,404,KEN3997,3997,11 August 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,2,Star (Kenya),National,Students of MAASAI Mara University protest for six days over the removal of the acting Vice-Chancellor Prof David Serem.,0,1567465412,KEN
4353,5919195,404,KEN3992,3992,10 August 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,2,Star (Kenya),National,Students of MAASAI Mara University protest for six days over the removal of the acting Vice-Chancellor Prof David Serem.,0,1567465412,KEN
4355,5919194,404,KEN3991,3991,09 August 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,2,Star (Kenya),National,Students of MAASAI Mara University protest for six days over the removal of the acting Vice-Chancellor Prof David Serem.,0,1567465412,KEN
4357,5919193,404,KEN3989,3989,08 August 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,2,Star (Kenya),National,Students of MAASAI Mara University protest for six days over the removal of the acting Vice-Chancellor Prof David Serem.,0,1567465412,KEN
4359,5272269,404,KEN3987,3987,06 August 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Pastoralists (Kenya),7,57,Eastern Africa,Kenya,Uasin Gishu,Moiben,Karuna,Karuna,0.7292,35.472,2,Star (Kenya),National,Residents of Tangisir village in Meibeki/Karuna ward lynched a herdsman after he admitted to defiling and killing a seven-year-old nursery school girl.,1,1618560741,KEN
4360,5272268,404,KEN3986,3986,03 August 2013,2013,2,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nyandarua,Olkalou,Kaimbaga,Ol Kalou,-0.2709,36.3792,1,Star (Kenya),National,A group of people living with disabilities protested at Ol Kalou town in Nyandarua county at the weekend. The group was objecting to the nomination of their representatives to the county assembly. The protesters said it is wrong for able-bodied people to take up seats reserved for people living with disabilities. The nominees are set to be sworn in next week.,0,1618560741,KEN
4362,5272266,404,KEN3984,3984,01 August 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Migori,Rongo,Central Kamagambo,Rongo,-0.7667,34.6,1,Star (Kenya),National,Boda boda operators in Rongo town protest against the increase of operating charges from Sh80 to Sh100.,0,1561469147,KEN
4363,5919191,404,KEN3981,3981,31 July 2013,2013,2,Protests,Peaceful protest,Protesters (Kenya),Teachers (Kenya),6,,,0,60,Eastern Africa,Kenya,Taita Taveta,Wundanyi,Wundanyi,Wundanyi,-3.4,38.3667,1,Kenya Standard,National,Protesting students of Mwandango High School block teachers from entering campus in an effort to stop them from administering an examination.,0,1618560741,KEN
4364,5919192,404,KEN3982,3982,31 July 2013,2013,2,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Taita Taveta,Mwatate,Mwatate,Mwatate,-3.4995,38.3762,1,Kenya Standard,National,Nine students are arrested after they burned the school dormitory in protest of an exam.,0,1618560741,KEN
4369,5272262,404,KEN3977,3977,26 July 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),Maasai Ethnic Group (Kenya),5,Civilians (Kenya),Government of Kenya (2002-2013),7,57,Eastern Africa,Kenya,Narok,Narok North,Narok Town,Narasha,-1.0962,35.9228,1,Star (Kenya),National,"Maasai homeowners began a violent protest against a forced government eviction of their homes. The evictees and their supporters threw stones and lifted clubs against visiting Rift Valley Provincial Commissioner Osman Warfa and his security team, accusing them of standing by as the families were forced from their residences illegally. Windscreens of some of the officials vehicles were shattered. The reason for the eviction is not clear.",0,1618560740,KEN
4370,5565941,404,KEN3976,3976,26 July 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Muranga,Kiharu,Township,Muranga,-0.7166,37.15,1,Zambezian,Regional,A vigilante mob lynches and kills an alleged murderer after he was cornered on allegations of killing a teacher.,1,1618560740,KEN
4374,4900532,404,KEN3972,3972,22 July 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kwale,Kinango,Mwavumbo,Mariakani,-3.8667,39.4667,1,Kenya Standard,National,"A man has been lynched by a mob in Mariakani, Mombasa, after he was suspected to be behind a cartel that has been harassing and stealing motorbikes from boda boda operators.",1,1552577442,KEN
4378,6724443,404,KEN3968,3968,18 July 2013,2013,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Eastern Africa,Kenya,Samburu,Samburu Central,Baawa,Kiamumbi,1.1778,36.8842,1,Daily Nation (Kenya),National,A group of Boda Boda Riders (motorcycle group) gather to protest the killing of two of their colleagues by gangsters. The group called on the police to investigate the case. Police dispersed the group with teargas and made over 120 arrests.,0,1618560740,KEN
4381,9403211,404,KEN3966,3966,16 July 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kitui,Mwingi Central Sub- County,Kivou,Mwingi,-0.9333,38.0667,1,Star (Kenya),National,Residents held a peaceful demonstration over poor services by the Kiambere Mwingi Water and Sanitation Company in Mwingi. The residents led walked from Mwingi downtown towards Kimwasco offices and said they were tired of mistreatment by employees in kiosks.,0,1657574725,KEN
4385,7691307,404,KEN4088,4088,10 July 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kakamega,Likuyani,Likuyani,Turbo,0.6432,35.049,1,Star (Kenya),National,Highway construction workers gathered at their companies offices near Turbo to protest over a delay in pay.,0,1613499283,KEN
4406,5272235,404,KEN3941,3941,18 June 2013,2013,1,Protests,Excessive force against protesters,Police Forces of Kenya (2002-2013),,1,Protesters (Kenya),,6,16,Eastern Africa,Kenya,Laikipia,Laikipia East,Thingithu,Nanyuki,0.0167,37.0667,1,Star (Kenya),National,Police shoot protester while trying to break up a demonstration,0,1618560738,KEN
4416,5272227,404,KEN3931,3931,12 June 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Busia,Teso North,Malaba Central,Malaba Hills,0.6328,34.2694,1,Star (Kenya),National,Boda boda operators protest perceived police harassment,0,1561469147,KEN
4431,5757445,404,KEN3916,3916,27 May 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Elgeyo Marakwet,Keiyo North,Kapchemutwa,Iten,0.6702,35.5077,1,Business Daily (Kenya),National,Sawmillers camp at governors office to protest against logging ban,0,1618560736,KEN
4438,5272211,404,KEN3909,3909,21 May 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kwale,Kinango,Mwavumbo,Mariakani,-3.8667,39.4667,1,Star (Kenya),National,Truck drivers block roads at weighbridge to protest perceived unfair treatment,0,1561469147,KEN
4444,5272208,404,KEN3905,3905,19 May 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Protesters (United Kingdom),6,,,0,60,Eastern Africa,Kenya,Kwale,Msambweni,Gombato Bongwe,Diani,-4.279,39.594,1,Star (Kenya),National,Family of British man who died in police custody stage demonstration on anniversary of his death,0,1561469147,KEN
4449,5272200,404,KEN3897,3897,16 May 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kilifi,Kilifi North,Watamu,Watamu,-3.3543,40.0209,1,Star (Kenya),National,Beach operators protest alleged harassment by Kenya Wildlife Service Wardens,0,1618560735,KEN
4462,7579244,404,KEN3884,3884,06 May 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kiambu,Limuru,Limuru Central,Limuru,-1.1136,36.6421,1,Star (Kenya),National,Youth disrupt MPs speech to protest local elections to CDF committee,0,1618560735,KEN
4465,7579211,404,KEN3882,3882,04 May 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kilifi,Kilifi North,Mnarani,Shariani,-3.7714,39.8319,1,Star (Kenya),National,Villagers protest over rising cases of mob justice,0,1618560734,KEN
4466,7579266,404,KEN3880,3880,03 May 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kilifi,Kilifi North,Mnarani,Shariani,-3.7714,39.8319,1,Star (Kenya),National,Mob kills man suspected of livestock theft,1,1618560734,KEN
4468,5272184,404,KEN3877,3877,01 May 2013,2013,2,Protests,Peaceful protest,Protesters (Kenya),URP: United Republican Party,6,,,0,60,Eastern Africa,Kenya,Elgeyo Marakwet,Keiyo North,Kapchemutwa,Iten,0.6702,35.5077,1,Star (Kenya),National,URP MPs lead demonstration to demand party revoke nominations of members of county assemblies which they claim were unfair,0,1618560734,KEN
4473,6229374,404,KEN3873,3873,30 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Turkana Ethnic Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Turkana,Turkana West,Lokichoggio,Lokichoggio,4.2,34.35,1,Sabahi; All Africa,Regional,Turkana herdsmen protest after raiders from South Sudan attack their villages,0,1572403608,KEN
4482,9403212,404,KEN3864,3864,23 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kitui,Mwingi Central Sub- County,Kivou,Mwingi,-0.9333,38.0667,1,Star (Kenya),National,Boda boda operators block roads to protest poor road conditions,0,1657574725,KEN
4484,9403213,404,KEN3862,3862,22 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kitui,Mwingi Central Sub- County,Kivou,Mwingi,-0.9333,38.0667,1,Star (Kenya),National,Residents stage sit-in to protest court order to evict them,0,1657574725,KEN
4499,7691338,404,KEN3847,3847,14 April 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Bomet,Bomet East,Kipreres,Mulot,-0.9333,35.4167,1,Star (Kenya),National,Vigilante mob storms police station and clashes with officers in bid to lynch suspected criminal,0,1613499283,KEN
4501,5272158,404,KEN3845,3845,13 April 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Embu,Mbeere South,Mbeti South,Kiamuringa,-0.5698,37.5318,1,Star (Kenya),National,Residents lynch robber,1,1618560730,KEN
4504,5272156,404,KEN3843,3843,11 April 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Busia,Nambale,Nambale Township,Nambale,0.4459,34.2519,1,Star (Kenya),National,Villagers lynch suspected thief,1,1561469147,KEN
4505,5272150,404,KEN3838,3838,10 April 2013,2013,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Migori,Uriri,South Kanyamkago,Oruba,-0.9688,34.5314,1,Star (Kenya),National,Angry residents burn homes following priests murder,0,1561469147,KEN
4506,5272154,404,KEN3841,3841,10 April 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Nandi,Aldai,Kobujoi,Kobujoi,0.0545,34.976,1,Star (Kenya),National,Mob lynches murder suspect,1,1561469147,KEN
4510,7691370,404,KEN3836,3836,09 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Star (Kenya),National,IDPs stage protest over living conditions,0,1618560729,KEN
4512,5272145,404,KEN3832,3832,06 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kwale,Kinango,Mwavumbo,Mariakani,-3.8667,39.4667,1,Star (Kenya),National,Commercial trucks block highway to protest alleged corruption at weighbridges,0,1561469147,KEN
4514,8683919,404,KEN3834,3834,06 April 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Women (Kenya),7,57,Eastern Africa,Kenya,Muranga,Kangema,Muguru,Nyangiti,-0.6833,37.05,1,Star (Kenya),National,Mob lynches sisters they accused of practicing witchcraft [women targeted: accused of witchcraft/sorcery],2,1638981223,KEN
4515,5272139,404,KEN3826,3826,04 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet East,Endo,Embobut,1.2167,35.6333,1,Star (Kenya),National,Residents invade and squat in forest to protest that the government had failed to resettle them,0,1618560727,KEN
4517,5272143,404,KEN3830,3830,04 April 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Busia,Nambale,Nambale Township,Bukhayo,0.5,34.25,1,Star (Kenya),National,Mob lynches man suspected of stealing iron sheets,1,1561469147,KEN
4518,5272144,404,KEN3831,3831,04 April 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Women (Kenya),7,57,Eastern Africa,Kenya,Kitui,Kitui Central,Township,Kitui,-1.3667,38.0167,1,Star (Kenya),National,Mob lynches woman involved in protracted court battle with her family over land,1,1561469147,KEN
4523,5272136,404,KEN3823,3823,03 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,1,Star (Kenya),National,Residents demonstrate against Ministry of Gender and Childrens affairs officers,0,1561469147,KEN
4526,5919182,404,KEN3819,3819,02 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Nyeri,Mathira East,Karatina Town,Karatina,-0.4817,37.1251,1,Star (Kenya),National,Students protest after fellow student drowned in suspcious circumstances,0,1618560726,KEN
4530,5272125,404,KEN3812,3812,01 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Machakos,Matungulu,Matungulu North,Donyo Sabuk,-1.1,37.25,1,Star (Kenya),National,Farmers stage demonstration to oppose land sale,0,1561469147,KEN
4531,5272126,404,KEN3813,3813,01 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Bungoma,Webuye West,Matulo,Kituni,0.6333,34.75,1,Star (Kenya),National,Sugarcane farmers stage protest over lack of payment from factory,0,1561469147,KEN
4532,5272127,404,KEN3814,3814,01 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kakamega,Mumias East,East Wanga,Malaha,0.3667,34.5667,2,Star (Kenya),National,Sugarcane farmers stage protest over lack of payment from factory,0,1561469147,KEN
4535,9455446,404,KEN3815,3815,01 April 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Busia,Bunyala,Bunyala West,Bulemia,0.1167,34,1,Star (Kenya),National,Sugarcane farmers stage protest over lack of payment from factory,0,1660602944,KEN
4544,5272115,404,KEN3801,3801,30 March 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),CORD: Coalition for Reforms and Democracy,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Migori,Awendo,Central Sakwa,Awendo,-0.9,34.5333,1,Star (Kenya),National,Riots break out after High Court upholds Kenyattas victory; rioters clash with police,0,1618560725,KEN
4545,5272116,404,KEN3802,3802,30 March 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),CORD: Coalition for Reforms and Democracy,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Migori,Rongo,Central Kamagambo,Rongo,-0.7667,34.6,1,Star (Kenya),National,Riots break out after High Court upholds Kenyattas victory; rioters clash with police,0,1561469147,KEN
4551,6256546,404,KEN3794,3794,30 March 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),CORD: Coalition for Reforms and Democracy,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Capital FM,National,Riots break out after High Court upholds Kenyattas victory; rioters clash with police,0,1618560724,KEN
4557,5919179,404,KEN3789,3789,22 March 2013,2013,1,Protests,Protest with intervention,Protesters (Kenya),Students (Kenya),6,Police Forces of Kenya (2002-2013),,1,16,Eastern Africa,Kenya,Tana River,Galole,Wayu,Teso,-1.3,39.6667,1,Star (Kenya),National,Students protest over strict head teacher; police disperse protesters without incident,0,1567465412,KEN
4558,5272110,404,KEN3788,3788,21 March 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kericho,Kipkelion West,Kamasian,Kabirer,-0.1198,35.4005,1,Star (Kenya),National,Mob attacks villagers and burns homes of those they believed were practicing witchcraft,0,1561469147,KEN
4560,5272106,404,KEN3783,3783,20 March 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kajiado,Loitokitok,Kuku,Olkaria,-2.95,37.6,1,Star (Kenya),National,Workers at geothermal plan stage protest over working conditions as part of ongoing strike,0,1618560724,KEN
4563,5272109,404,KEN3787,3787,20 March 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,1,Star (Kenya),National,Mob kills man suspected to be a member of a local gang,0,1561469147,KEN
4564,5272104,404,KEN3781,3781,19 March 2013,2013,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kajiado,Loitokitok,Kuku,Olkaria,-2.95,37.6,1,Star (Kenya),National,Workers at geothermal plan stage protest over working conditions as part of ongoing strike; rioters attack Chinese company officer,0,1618560723,KEN
4565,5919177,404,KEN3779,3779,19 March 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,1,Star (Kenya),National,Maasai University students protest IDP resettlements plans,0,1567465412,KEN
4568,7691282,404,KEN3780,3780,19 March 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Migori,Suna West,Waseweta Ii,Bondo Nyironge,-1.1,34.4,1,Star (Kenya),National,Mob kills man suspected of killing a boda boda operator,1,1618560723,KEN
4576,5272093,404,KEN3769,3769,15 March 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Bomet,Bomet East,Merigi,Bomet,-0.7833,35.35,1,Star (Kenya),National,Municipal Council workers stage protest over the loss of their jobs,0,1618560723,KEN
4581,5272087,404,KEN3762,3762,12 March 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Embu,Mbeere South,Makima,Mwea,-0.75,37.4833,1,Star (Kenya),National,Rice farmers protest Act aimed at phasing out parastatals,0,1618560722,KEN
4583,5272083,404,KEN3759,3759,11 March 2013,2013,1,Riots,Mob violence,Police Forces of Kenya (2002-2013),,1,Rioters (Kenya),Vigilante Group (Kenya),5,15,Eastern Africa,Kenya,Bomet,Sotik,Chemagel,Kaplong,-0.6833,35.1333,1,Star (Kenya),National,Mob of matatu drivers stone police officer who was trying to clear vehicles after an accident,0,1561469147,KEN
4584,5272085,404,KEN3760,3760,11 March 2013,2013,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Eastern Africa,Kenya,Kiambu,Lari,Kinale,Kinare,-0.9019,36.6319,1,Star (Kenya),National,Protests after guards shoot a man cutting trees in the forest. Police disperse protesters who were blocking the road,0,1561469147,KEN
4589,5272076,404,KEN3752,3752,07 March 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Muranga,Kigumo,Kangari,Kangare,-0.7833,36.8667,1,Star (Kenya),National,Demonstrations by supporters of losing candidates,0,1618560722,KEN
4592,5272072,404,KEN3748,3748,06 March 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Muranga,Kiharu,Mbiri,Mathioya,-0.7167,37.25,1,Star (Kenya),National,A riot breaks out when results of parliamentary elections announced; losing candidates supporters demand recount,0,1618560722,KEN
4593,5272073,404,KEN3749,3749,06 March 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Police Forces of Kenya (2002-2013),6,,,0,60,Eastern Africa,Kenya,Kwale,Kinango,Mwavumbo,Mariakani,-3.8667,39.4667,1,Star (Kenya),National,Traffic officers at weigh bridge stage protest over recent transfer orders,0,1561469147,KEN
4598,5272069,404,KEN3745,3745,05 March 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nyeri,Nyeri South,Karima,Othaya,-0.5666,36.95,1,Star (Kenya),National,Protests and allegations of fraud after man found sneaking an envelope to an election officer while counting was underway,0,1618560721,KEN
4604,5272062,404,KEN3738,3738,04 March 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nakuru,Subukia,Subukia,Subukia,-0.0062,36.1733,1,Star (Kenya),National,Employees of a flower farm protest managements decision to stop them from voting,0,1561469147,KEN
4626,5272044,404,KEN3717,3717,28 February 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Nyeri,Nyeri Central,Gatitu,Thunguma,-0.4375,36.9891,1,Star (Kenya),National,Mob kills suspected chicken thief,1,1618560720,KEN
4627,5272041,404,KEN3714,3714,27 February 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Busia,Teso North,Malaba Central,Amagoro,0.6333,34.3333,1,Star (Kenya),National,Youths protest process the IEBC used for receruiting polling clerks,0,1561469147,KEN
4628,5272042,404,KEN3715,3715,27 February 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Busia,Teso South,Amukura East,Amukura,0.5684,34.2737,1,Star (Kenya),National,Youths protest process the IEBC used for receruiting polling clerks,0,1561469147,KEN
4637,5272033,404,KEN3706,3706,22 February 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kwale,Kinango,Kasemeni,Miritini,-4,39.5667,1,Star (Kenya),National,Residents march to protest the alleged grabbing of a water catchment area by a private developer,0,1618560719,KEN
4640,5272029,404,KEN3702,3702,19 February 2013,2013,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),ODM: Orange Democratic Movement,7,57,Eastern Africa,Kenya,Homa Bay,Kasipul,West Kamagak,Oyugis,-0.509,34.7358,1,Kenya Standard,National,Youths pelt ODM rally attendees with stones; several were hospitalized with injuries. It was unclear which political party the attackers supported,0,1618560719,KEN
4641,5272027,404,KEN3700,3700,18 February 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),TNA: The National Alliance,6,,,0,60,Eastern Africa,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,1,Star (Kenya),National,TNA supporters stage protest after their candidates certificate was revoked,0,1561469147,KEN
4664,7213824,404,KEN3679,3679,07 February 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Embu,Mbeere South,Mavuria,Mbeere,-0.6961,37.6861,1,Star (Kenya),National,Mob attacks man who accidentally struck boy with his vehicle. The man escaped with minor injuries,0,1618560716,KEN
4667,5272005,404,KEN3677,3677,06 February 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),CORD: Coalition for Reforms and Democracy,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Star (Kenya),National,CORD supporters throw stones and clash with police after leaders had advocated for a system that would favor ODM candidates,0,1618560716,KEN
4671,5271999,404,KEN3671,3671,05 February 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,1,Star (Kenya),National,Construction company workers down tools and riot over poor working conditions; riot police intervened to calm the situation,0,1561469147,KEN
4673,5919163,404,KEN3667,3667,05 February 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Busia,Nambale,Bukhayo North Walatsi,Igara,0.5333,34.3667,1,Star (Kenya),National,Protesting students lock office of head teacher after he transferred their English teacher,0,1618560715,KEN
4676,7691380,404,KEN3673,3673,05 February 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Homa Bay,Mbita,Mfangano Island,Nyakweri,-0.45,34.0167,1,Star (Kenya),National,Youth stone suspected thief to death,1,1618560716,KEN
4684,5271990,404,KEN3663,3663,03 February 2013,2013,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),FPK: Federal Party of Kenya,7,57,Eastern Africa,Kenya,Kilifi,Ganze,Sokoke,Vitengeni,-3.3611,39.7113,1,Star (Kenya),National,Riotous youth disrupt FPK campaign rally and injure party supporter,0,1561469147,KEN
4685,7691344,404,KEN3659,3659,03 February 2013,2013,2,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),KANU: Kenya African National Union,7,57,Eastern Africa,Kenya,West Pokot,West Pokot,Kapenguria,Kapenguria,1.2333,35.1167,2,Star (Kenya),National,"Residents block bus carrying KANU supporters to a rally; the angry residents forced the KANU supporters to alight, then they torched the bus",0,1618560714,KEN
4687,5271983,404,KEN3657,3657,02 February 2013,2013,1,Riots,Violent demonstration,Police Forces of Kenya (2002-2013),,1,Rioters (Kenya),ODM: Orange Democratic Movement,5,15,Eastern Africa,Kenya,Migori,Nyatike,Macalder,Macalder,-0.9689,34.2915,1,Star (Kenya),National,ODM supporters riot after rival candidate receives nomination certificate. Police use tear gas and arrest several rioters.,0,1618560714,KEN
4688,5271981,404,KEN3655,3655,01 February 2013,2013,1,Riots,Violent demonstration,Police Forces of Kenya (2002-2013),,1,Rioters (Kenya),ODM: Orange Democratic Movement,5,15,Eastern Africa,Kenya,Migori,Nyatike,Macalder,Macalder,-0.9689,34.2915,1,Star (Kenya),National,ODM supporters riot after rival candidate receives nomination certificate. Police use tear gas and arrest several rioters.,0,1618560712,KEN
